h,2009,2010,2011,2012,2013,2014,2015,2016,2017
7430.0,66491.64096337181,58394.2236077093,49843.67719051794,73033.41639519705,75216.01567920177,70164.51947169872,66984.96268775532,58256.23979242804,73753.54898833547
7431.0,67534.30917092963,59943.213586396894,51247.694152186836,73027.83280067143,75047.76487097175,70533.73682333936,68009.74898372202,59365.86292124202,73858.74107517512
7432.0,72275.86438753035,64374.29641741612,57634.57376112625,76174.74667531463,78743.63665175582,74442.55853781594,71792.08647569451,63160.32278872052,77407.67191240576
7433.0,72391.1180013823,64858.96296823892,59624.49366621746,76151.29557830699,78479.40383883084,74261.50980891226,71371.37401025293,63441.317924852716,77318.75599565847
7434.0,69857.69276979554,62659.07336784497,58028.04252680069,73720.19852184913,75994.03451725865,72273.02517404323,68935.72387739371,60920.56593721429,75182.69277853188
7435.0,65587.92337438317,58128.682468505714,55135.07955294848,69133.83397849937,71470.45909598735,67849.53684818877,64502.45353937478,56982.531912587954,70913.24524178244
7436.0,62204.63738271055,55259.5428424767,53093.55718678521,64804.314783328446,67369.20449537391,63612.182889690346,60488.87699254697,54290.516466066045,66677.67348462196
7437.0,59776.77153577324,54266.46215927629,53148.38480167428,60820.97844874637,63419.26270216196,60012.567993116674,57311.63200535004,52677.35825754073,63083.66032446006
7438.0,55253.8750445178,50885.67009429403,48776.15127708976,55309.970651952826,57685.184821678755,55169.00593109807,53032.18147915115,49395.66323701878,58308.23201935693
7439.0,51709.018566136845,47251.210680885575,45082.27510534833,51352.31885218863,54394.69586072404,51518.5346500009,49289.57228294675,46135.50434006901,54708.5195314381
7440.0,49527.81699557426,45745.398123206694,43505.17488883358,49438.26264880381,52659.115375827874,49108.95915127723,46831.51131657733,43867.03265713321,53033.39745132759
7441.0,48370.97231074256,45061.036000218584,42959.04884248764,49115.53088522258,52215.339754120534,48267.79455125846,45562.243200499295,42827.14554750532,52357.04520547581
7442.0,48224.481736126996,44997.34930423073,43763.187194193866,49975.40444216909,52948.19058996803,48910.619251635566,45070.22353752523,42819.96683964793,52894.83121112476
7443.0,48293.418477122555,45607.23037597881,46273.43191509498,51616.981232703336,54968.329488783405,50457.67046884058,45570.39259450301,43145.059752618385,54524.99904308504
7444.0,47853.94675327587,45059.95656469336,51558.38396989151,55487.528957867755,59139.5944928214,54011.5146193431,46172.42907652718,43220.948949967955,58372.80305480538
7445.0,48310.652662371445,44262.25371155739,62432.52758955524,64848.98353953346,67631.17890818842,62757.795629695465,48297.383562994895,43598.34387732798,67336.93842010135
7446.0,50938.865912827096,44752.317440006285,69884.78300937817,71806.1423184643,74332.98123600801,68907.34964627768,51420.63881491724,45087.41299288981,73498.96834229387
7447.0,54564.50763456222,47176.729629645546,72502.53285751274,73435.43520104217,75742.22290494126,71075.86588235993,55228.44316315134,48812.136841182226,75677.3282558638
7448.0,57878.856885239285,50429.06886712689,72932.55336644655,73042.35014643805,75787.39090715066,71593.5838768092,58180.56114099575,52079.474445989385,76123.34868088701
7449.0,59194.04064704516,53015.39638554882,73044.35869876934,73997.14481032023,77328.7489825464,72463.22805216114,59570.032818628526,54665.86033403825,76895.22336760879
7450.0,60460.753262838545,56035.656985108326,74411.82391717886,75550.50080734957,78751.54105214246,73099.94998639541,60945.2430567548,57365.05448841755,77853.14801960948
7451.0,59914.64501776436,55774.43358800561,73885.04879373494,74546.57051164188,77884.31540972201,72126.55878661554,60187.349414409655,57062.52322871318,77216.69106805626
7452.0,58131.98398108235,54023.58916610228,73355.04851647402,74055.21419338674,77373.9169847558,70744.28225526668,58229.45750501802,55098.633864869575,76827.22633176715
7453.0,56537.82184556007,52926.882672480955,72856.2247261108,73448.83582790368,75797.55370764778,69265.37859332316,56816.55631962458,53789.03244574254,76084.86220918005
7454.0,56640.14982047535,52571.74838468429,72544.45985713378,73289.14502447075,74608.50604948534,68835.1335802543,56678.01662156148,53632.126402573835,75743.56426346596
7455.0,58126.59829819207,54725.22225749387,72467.0561655257,73283.56142994513,74040.51842170215,69477.9582806314,58049.1521626859,55001.20854394783,75910.99002099979
7456.0,63518.744007938374,60002.582540283875,76347.99125865333,77061.42148598414,77622.3409969075,73421.36233658397,62782.9314045917,59829.402342890746,78750.7174310381
7457.0,64071.315072480895,61249.330571910476,75675.00916217192,76852.59505072571,77034.02776813006,72830.41114842084,62797.192844098194,60816.98743812907,78257.72558006304
7458.0,61323.539661861076,59964.80229690125,73788.29417922483,73550.45724827009,74777.8860577706,70194.01617472235,60561.202864329905,58921.808563777646,76035.88427832503
7459.0,56909.43396498925,57569.534866442875,69346.18232193857,68087.46836439693,70672.11465693622,65532.51996929789,56415.198664941796,56349.78009144357,71871.03114610363
7460.0,54687.30120446056,55696.71423018993,65945.79514754447,63542.422420536815,66499.72045284297,61360.26218298956,53609.769779164184,54718.16234842782,67633.23942607155
7461.0,54416.939923368605,55702.11140781602,62115.387464216554,59897.45191420771,62067.6102360457,58093.2480411996,51617.24294525678,54222.83150626778,63379.72652666499
7462.0,50602.799300473744,51953.23182873447,56283.23431180175,53676.21089375446,56583.08556776942,53810.12333663002,48069.20053089098,50883.7068228867,58494.36736782318
7463.0,46738.03325841028,49029.04099091935,52552.806396800945,49173.6002682891,52365.52336146678,49737.544063987756,44569.03580629699,47886.08352757869,54871.22786786975
7464.0,44072.120227722684,48656.635734719195,50519.88444081636,46526.97646314205,50130.836452156764,47422.56144047781,42563.26620713355,46344.712397627285,52923.91485932261
7465.0,42770.93924143152,48261.56233248947,49785.62442181188,45463.86006546273,49237.6392084659,46016.89097224814,41561.90941892753,45970.394059349,52012.05443690797
7466.0,42693.38540781152,49277.31116171945,50295.198724898444,46033.38670707665,49921.9344419383,45921.28096934395,41131.010210981294,46628.784122841214,52607.77293518735
7467.0,42913.12126973486,50329.76079880684,51499.25614991311,47956.37666170248,52274.05815699275,46240.65906415156,41539.49858541732,48477.81416096655,54380.95760599212
7468.0,42290.53632761873,53273.38147607588,55908.041417757006,52238.99366285815,56421.60995987082,46581.39684045904,41970.397793363554,53022.961764389445,58434.022800149556
7469.0,41087.37476993063,62592.148365281464,65219.06048744633,61573.646990800844,65493.60320362861,48119.29390844983,42235.25309848417,63289.539530153575,67429.61119709289
7470.0,42328.23610785067,69572.85790686522,71546.81227640735,68912.72363528456,72221.3771327186,51493.106457739144,43743.90966342122,69987.27396110009,73796.50740448093
7471.0,45638.27681221552,72253.0963159811,73485.1297204265,71510.2118086061,73474.78919402942,55434.476258310766,47153.41237972392,72711.0808281333,76125.09903622809
7472.0,49245.6072121237,72296.27373698981,73602.31030911097,72324.29989044246,74147.79242694947,58203.09783177037,50051.54062229375,73496.63657367074,76580.34084548724
7473.0,51929.83156463824,72998.98626390663,74794.54217012995,73640.91147958524,75311.99768389673,59583.340107738295,52201.96196502307,74373.46446196645,77572.61088460743
7474.0,54959.81675870863,73974.79597870355,76124.38059400776,75155.1823149352,76389.2545365909,60005.448099283385,54378.86883826444,75292.3390677126,78479.31629708462
7475.0,54080.87331101526,73401.61571481288,75177.26042308104,74516.4191012035,75090.67447307067,58690.30199550555,53306.204852525945,74838.0294133091,77712.1483585666
7476.0,51841.50636523768,73444.7931358216,74498.90307023795,74615.80708375966,74020.19282070792,56264.45245373437,51168.00760080219,74599.08099462734,77264.82583993599
7477.0,50357.212160677074,72587.72132879864,73261.51905578091,73956.94292973571,73008.42957121738,54649.25368126785,49451.541488770505,73338.70500080813,76392.2523566099
7478.0,50428.30317482874,72399.89954741072,72722.91836834131,73962.52652426134,72101.68192686369,54468.204952364176,49311.98311645695,72754.15307527765,75996.17042329963
7479.0,52627.816067218264,72712.9358497239,73031.45808350133,74345.56110871932,72175.07993045397,56226.818729186976,51343.219571881986,72618.78315568113,76460.40948592788
7480.0,58284.93737516624,76599.98317603333,77435.94314625587,77127.30790138654,75423.78848936499,61982.74432955725,57660.01859900869,75830.74215701698,78753.67382390078
7481.0,59480.55897680795,76306.37671317408,77326.28791647776,76295.35231706816,74172.63482816464,62632.688923767644,59454.9226283261,75410.27498251261,77906.5018388172
7482.0,58005.959001449846,74307.26212047065,75478.27477933471,73439.90207666268,71745.98390946467,60150.89735902061,57943.21004063766,73150.00753712811,75596.83325597088
7483.0,55411.136984913916,70171.94462336111,71181.29484381361,68632.4271900981,67526.16330305157,56072.21532023552,55209.08835239252,68924.8251982061,71221.93748281967
7484.0,53670.48427477608,66358.29891276649,66902.59077992219,64201.28657456076,63621.38951204903,53050.32895184886,53250.17776875043,64928.33598102672,67122.498545022
7485.0,54083.027584171374,63196.63225940346,62845.347278131696,60529.51481450866,60738.54177103413,51271.37262121666,52433.20101987837,61445.637140497805,63393.5052385268
7486.0,49644.147746004266,57833.99657012124,56406.86520812022,55083.276714212385,56249.9715514751,47852.80645354666,48941.18568928809,56985.608501669696,58546.69658878248
7487.0,46508.60316728443,54008.47706874923,52346.39655251272,50933.54926276663,52365.52336146678,44288.79102613944,45961.56350668115,53782.87926757906,54901.84841344026
7488.0,44943.52371936966,52843.76613703919,50151.14185440562,48961.42367631529,50474.1132689482,42229.1074529375,44335.75940294075,51983.074654761556,52955.9335545863
7489.0,44644.0797506702,52558.795158381676,49520.08675754525,47964.19369403836,49054.70879951783,41240.45933780056,43566.6603438405,51254.948572083245,52246.31388435555
7490.0,45473.47491577301,52856.7193633418,50123.19052132492,48900.00413653339,49567.36562459451,41262.83614699091,44115.72576484055,51788.224012918065,52852.26769222089
7491.0,47346.61542501169,54375.48514732329,51924.97645375758,50591.83327779828,50655.91447784103,41520.16945267984,46482.10604866821,53144.99979796511,54585.31159206341
7492.0,51450.5057874035,56327.10457691714,55715.60724000912,54447.86365719607,51479.10131810733,41633.07062632202,51647.8031727707,56907.6682449323,58480.85547842191
7493.0,61107.0352096719,64830.89764458326,65155.63246237859,63765.766201561884,53905.75223680729,41685.96126622646,61642.01624407212,65425.71788257458,67424.02927121859
7494.0,69005.67773655357,72097.65760034973,71556.48773785836,71417.5241394807,57689.701621899694,43261.49205876464,68032.15981723223,71517.36426441844,73959.8240961226
7495.0,72061.51420849729,74151.82340483928,73360.4237728357,73905.57386009995,61753.69262069037,46754.30854783896,70237.58956948659,73902.74633246033,76109.43122134572
7496.0,73156.96210837983,73384.34474640939,73599.08515529396,74652.65880762879,64823.98757087428,50161.686310913785,70886.4850670321,74239.12007206383,76443.99456815602
7497.0,74450.6031386246,73478.25563710334,74451.60081425523,75779.42818290026,66606.9944580903,52706.539792469965,72393.10428346822,75316.95178036651,77626.97862916518
7498.0,75929.51166029493,73949.96896162354,75683.6095723506,76939.69912532548,66862.19367057341,55395.8254060729,73990.38550819563,76124.04364947612,78572.03176566986
7499.0,75658.07324262492,72521.87576176034,74636.50963309678,76275.25137677591,66234.35843986276,54621.79123362516,73104.13891029204,75275.93059260999,77873.33047052402
7500.0,75138.89341200211,72118.16687532887,74061.3572023978,75609.6869093212,63630.423112490906,52328.16829161509,72749.64027113059,74903.66331371953,77597.72421459258
7501.0,74137.15639441041,71968.1253373236,72888.47626428083,74844.73445931035,62278.770646374636,50908.258035718834,71681.05098239395,73942.74199052295,76750.4881921185
7502.0,73552.27123252623,72512.16084203338,72414.37865318131,74622.5073971904,60596.262564074525,50602.10260088734,70580.88279189293,73220.76908600812,76490.16552672627
7503.0,73823.70965019624,73789.13306836608,72634.76416400989,74614.69036485453,60816.456574845346,52641.44362027988,71092.25726562581,73491.50892520118,76893.6224328456
7504.0,76249.42122397744,77821.90419057992,76990.87191950939,77777.23830416948,66016.4228292024,58372.95815607888,74644.37437699347,76811.1485443979,79672.23682652395
7505.0,75556.8224042877,77639.47958681811,76242.63623396456,76902.84740145635,66427.45164930794,59618.93957690475,74526.20816393965,76428.62596856832,78797.1231933736
7506.0,73050.32558715233,75362.95006413369,74562.3310953057,74994.37479259714,63225.04029266155,57848.12026779631,72546.92409528827,74430.89412482559,76739.20693848726
7507.0,68581.28592479967,70930.78779758925,70113.76893038543,70358.87461742187,59006.34888630368,55074.41305588435,68113.65375726933,69941.125124874,72487.83929166336
7508.0,64972.878388313424,66990.84813054415,66319.91299031688,65858.49742976676,56751.33637599943,52935.39352282574,63907.54777710385,66070.77606004593,68303.36937214374
7509.0,61760.85711255165,63640.28026026799,62594.86033167775,62062.76987124574,55564.54711794747,52200.01020261586,59578.18221263224,62503.98378461613,64474.12553077793
7510.0,55993.867873642,57936.54294501694,56367.088311043844,56746.07116394401,52143.07095058549,48570.898603018555,54325.897777240316,58001.908428337585,59481.364995123295
7511.0,51626.07904962656,54963.777508567015,52105.58506750978,52532.690734906115,48272.173161239996,45409.66574103749,50704.51081684112,55124.2721072174,55626.07928160967
7512.0,49717.39303331205,53597.21213364123,50010.31013772979,50443.30966341661,45723.56863657465,43799.552607023325,48720.13337693742,53143.974268271195,53699.79188295237
7513.0,48868.60940980424,52877.228638320936,49085.766043522104,49675.007056690374,44725.355787746936,43278.78322950264,47936.772878330674,52384.05676508158,53027.7194693675
7514.0,49321.00677258759,53138.45203542365,49928.60624103237,50788.37580510034,44424.988573054434,44043.66325273615,48507.230458590464,52767.60487060508,53642.51043712562
7515.0,50700.818729076804,54513.652894551175,51515.38191899813,52642.1291876084,44699.38418647653,46239.64193646109,50325.56399566854,54123.35512595821,55212.22697242805
7516.0,53619.85885560747,56536.5150688094,55210.33314201189,55971.06824378703,44523.22897785987,50785.18558517195,54895.33668324964,57926.019230988015,59188.20182128894
7517.0,62278.95980659639,64520.020213320524,64467.5996480845,65601.65208158793,44287.22616631576,60933.06855299211,64321.1295227922,66055.39311463723,67983.95086819316
7518.0,69238.33923741357,71106.73578819976,71239.34761251968,73318.17971600402,45959.57144811876,68339.79239499535,70582.92014039385,71869.12094943064,74467.97146285578
7519.0,71373.22393511976,72680.55278396736,73504.48064332851,75211.01826019146,49324.58761271899,71005.6840717175,72341.15189669456,73745.84028929163,77246.93806218202
7520.0,72214.46760258118,72616.8660879795,73748.51728214846,75667.75629238773,53421.32541311149,71726.82760426079,72468.48617800255,74195.02229522557,77916.58772782526
7521.0,73603.9737882729,73714.65201712605,74982.67614278849,77532.67686394704,56546.9511660019,72845.66806377789,73627.73747503049,74793.93163647082,79034.27499629333
7522.0,74794.20970702433,74562.00890442205,76126.53069655242,78928.57549535371,59561.91531347929,73853.64160503376,74888.8561971048,75578.46185231436,79792.77654129332
7523.0,74207.17027198404,73840.94597357654,75319.16719102919,77894.49378920764,59343.979702818935,73110.12126330011,73933.33975016966,75050.3140599491,79080.48864645726
7524.0,73929.2690348457,73925.14194454353,75020.3029373202,76274.13465787079,57455.957210466055,72466.27943523254,73234.52921435141,74478.06849074559,77973.60235119148
7525.0,73039.55422137177,73625.05886853297,74418.27422481286,74432.6651833191,56073.816342858445,71474.5799370242,72232.15375189492,73550.98964744814,76663.79223824284
7526.0,72727.18461373565,73929.4596866444,73977.5032031557,73589.54240994947,55173.84389883617,71000.59843326514,71528.24984482436,73294.60722396986,75982.59449650782
7527.0,73027.70571901316,74940.89077377351,74068.88256130414,73891.05651433331,56612.444769205526,71400.32961561988,71808.38526370194,74192.97123583774,76658.62655540697
7528.0,75906.89179215576,78121.98726659048,77231.68340451231,77387.50340628074,61602.379813288884,75094.53738740728,75138.43138846845,77242.89654553533,78799.77007218206
7529.0,75300.46389871046,77161.28964914661,76481.29761642282,76629.25126970065,62944.998678963275,74841.27259248022,74560.84308845543,76591.6851899005,77513.45100865855
7530.0,72969.54034379816,74831.86778572651,74774.11619595559,73835.22056907705,61447.6794057217,72793.79455156391,72514.32651927343,74598.05546493342,75106.2854987343
7531.0,68781.633328318,70696.55028861699,70376.08144083504,68432.53450608067,58067.983640403414,68134.33260152041,68230.80129607269,70192.37989988271,70639.53876176997
7532.0,64832.8506331662,67016.75458314938,66016.74853151855,63702.11322396974,56265.78035224839,63905.11566454574,64054.23686917066,66158.97161372245,66803.14407846195
7533.0,61353.69948604663,64357.02544901263,62651.83804911148,60493.77980954464,55933.79553600931,60088.85256990193,59874.61641951723,62594.23039768048,63843.720112629555
7534.0,56021.87342467144,59796.41035496727,57333.55940487258,55382.55738078598,52335.03495997544,54832.33666555247,54812.824068962065,57981.39783445933,59411.76702451845
7535.0,51545.29380627239,56207.287233617964,52955.950623926394,51017.30318065103,49125.84840299764,51086.255381551106,51182.26904030869,54782.77071914434,55727.824022259265
7536.0,49277.92130946537,55172.10856493406,50944.5296933885,48532.603616747154,47390.267918101476,48887.22531475475,49450.522814520045,52522.50327375985,53445.9369940034
7537.0,48356.969535227836,53682.48754013344,49982.3588046491,47078.635602273964,46761.303487335594,47995.20433021248,48416.56845029917,51590.29678199283,52034.040607655705
7538.0,48666.10773312979,53782.8750439787,50498.38341536967,46911.12776650517,47542.7099255582,48725.502011970006,49036.94106883169,51830.2707303685,52037.06103790891
7539.0,50260.26986865207,55210.9682438419,52024.95622208469,47121.07092066873,49557.202824097396,50620.4108993158,50847.12521190607,53307.033489603375,52347.17277443618
7540.0,53885.9115903872,57424.89050606368,55213.5582958289,47160.15608234812,53993.82984111562,54588.22601983965,54645.76149188598,56943.56178421926,52460.433572482274
7541.0,62576.249502139726,64585.86578035881,63810.7433206881,48231.089512363316,64225.511541599735,63917.32119683138,63715.018343766176,65486.224134515454,54320.07939339742
7542.0,69873.84981846638,70706.26520834395,71026.48746059743,51734.2367177415,71077.49747676557,70344.55107291193,69813.8210812936,71814.76787565324,57325.57826171426
7543.0,72063.6684816534,71722.01403757393,73656.06287272769,56254.71484568886,73064.88957397913,72317.77879242391,71723.83530091343,74141.69475114209,61098.04228347914
7544.0,72320.02698723064,70540.0321374604,74240.89076487767,60330.738849396344,73641.9108022042,72514.08443668464,72062.03515206744,74719.06796881517,64661.54162705474
7545.0,73585.66246644595,70238.86962592462,75150.38414127268,63033.19859979966,74616.41044987198,73376.60871820328,73089.87747078553,75613.3298619074,66935.57340207256
7546.0,74668.18472739182,71052.76401193887,76149.10677327144,64311.84174616817,75091.80367312592,74265.57831967415,73909.91024240898,76557.84271000137,68119.45398654911
7547.0,73710.61030950041,71289.16039196157,75354.64388301624,63417.34990316277,74640.12365103193,73238.27935229935,72857.61974167977,76155.83506998743,67418.66080331271
7548.0,72898.44932964648,71348.52934584855,73824.84592248421,61763.48920467215,74619.79805003769,72723.61274092148,72176.12666811941,75520.0066597613,65404.428721664466
7549.0,71929.02640939645,71603.27612979997,71695.1693519895,60197.84929968643,73416.07079115721,71738.01600885595,70976.12840107293,74503.70673309342,63697.757553820804
7550.0,71599.42261651144,73005.46287705793,70734.07351452245,59977.85567537673,73071.66477431054,71257.93173895407,70088.86312891886,73930.435634196,63177.25097071583
7551.0,71994.73174065784,75230.1794945319,70837.27843666656,61468.675413719066,73187.97237999974,72018.74325142571,70490.22078360163,74511.91097064472,64452.09666843651
7552.0,75415.7175125624,78793.39616327597,74924.62337408242,65293.437663773344,77078.06657028424,75469.85750519074,74274.59562407507,77059.32673032489,67589.22439298239
7553.0,74702.6530978896,78968.26471836126,74293.56827722206,65054.45981807652,76961.75896459504,75027.40695983625,73888.51808314925,76146.60530274222,67164.57111059848
7554.0,72494.52311287564,77581.19006845634,71844.60147884401,62298.39756022719,75362.81168638231,73122.32679558576,72216.87363813797,74211.43077032818,64685.651704588294
7555.0,68416.48402835715,73763.22661576085,67434.74115972778,57272.045768258045,70958.9314709659,68632.72516985075,67947.60985444371,69923.69112007748,60920.59467432776
7556.0,64604.49767861841,70256.1405943281,62638.937433843465,53947.57358769992,67191.92008670203,64503.18674654215,63649.82319173648,66159.99714341636,58316.27938476653
7557.0,61813.63680487637,67107.42716726767,60166.31950747406,53443.93336148839,63927.4027270177,60333.98034330523,59519.09910610533,62582.949571047444,56657.2733812721
7558.0,56703.70087858063,62202.472140677826,55696.2563171071,49430.44561646793,58982.635685143745,55215.7938048597,54439.989293292274,58132.15069946455,52941.8560015687
7559.0,52578.26778462771,58406.097398486694,51994.85478645933,45165.696117794265,55400.8131099384,51140.16314914602,51116.055214028536,54569.46054281041,49830.27919584325
7560.0,50515.55123765124,56425.333209711964,49523.31191136225,42217.55820826338,53236.13660405295,49079.4624482536,49377.17826848664,52627.107302538985,47868.33364356061
7561.0,49844.49514952261,56064.80174428921,48320.329537619924,40921.04755941286,52261.63695638516,48301.35976504398,48450.18470056448,51616.96055403457,46919.60902999903
7562.0,50036.22546041651,55707.508585442105,48293.45325581156,41115.356648904664,52718.96297875533,48982.835317658944,49005.36216706732,52208.69118742244,46582.20669220868
7563.0,51469.8942458085,56460.954582044156,48362.256537240966,41845.690812856636,53941.88663857481,50794.33973438619,50770.72464312127,53669.0454715547,46479.405334615396
7564.0,54847.794554590844,58764.46999285902,48432.13486994271,41433.62153686539,57566.61881587908,54731.64102419593,54627.425355377636,57210.199504636665,46270.50469381665
7565.0,63255.92268289281,66001.0057539194,49000.83699300767,41138.8077459123,66562.95565593614,63877.65321690305,63536.75034993499,65662.61524186851,46369.65592014988
7566.0,69920.16669132277,72679.47334844214,52484.00311537154,42666.47920812376,72633.53515287937,70246.9068146268,69754.7379747667,72238.31163923936,48274.757615441056
7567.0,71711.44482062921,74863.17141595783,56620.80041131479,46625.24772679308,74124.07922578954,72312.69315397156,71374.43003300432,74763.16574565343,51788.350485998984
7568.0,71750.22173743922,75665.19201119468,60514.63611971044,50443.30966341661,74448.15964164198,72668.6878456361,71541.4926100804,75367.20273536825,55891.89848968883
7569.0,72725.03034057954,76335.52147235496,62006.80728571077,53040.797836738144,75376.36208704513,73666.49010998727,72501.0837540174,76296.33263805353,58645.18609541359
7570.0,73951.88890298485,77513.18563036762,62769.01863779595,55933.099801012766,76774.31175542602,74705.9946096477,73196.83826708424,76862.42502909356,61350.90459287492
7571.0,73772.00709444957,76473.68921958284,61534.85977715591,56041.421534809924,75852.88451035428,73929.92618181901,72171.03329686708,76028.66938794221,61213.70448367
7572.0,73280.83281485623,75232.33836558233,59495.487513537315,54239.03722193763,75087.28687290497,73353.21478132247,71502.78298856276,74326.29009604645,59439.17502766417
7573.0,72572.07694649564,74546.896807069,57698.001786193985,52658.87997118528,74584.7928483254,72385.92634768541,70081.7324091656,72967.46325161158,58448.29246533873
7574.0,71999.04028697006,74515.59317683769,57179.82707292875,52731.46670001843,73956.95761761477,72102.14772204425,69376.80982784458,72717.23400629679,58160.65785288658
7575.0,72494.52311287564,74892.31617513871,58727.900905090464,54789.57964216442,74201.99402960076,73125.37817865716,70048.1161589003,73991.96741583078,59928.63414926179
7576.0,75820.72086591131,77994.61387461478,64939.54715663935,61170.5114660506,77948.6798128704,76365.9470004949,74252.18479056486,76908.57386531966,63495.826315691134
7577.0,75127.0449096435,77395.52715811887,65040.601976238795,62477.072585047245,77178.56537520015,75615.30676492797,74224.68058580233,75056.46723811259,64133.45728607069
7578.0,72999.70016798371,75104.96497360662,62016.482747161775,60778.5431303516,75166.33087677142,73256.58765072782,72282.06879016766,72248.5669361785,62433.1044740924
7579.0,68719.15940679079,70203.24825359244,57763.579913806396,58307.244193309234,70685.66505759904,68603.22846682712,68185.97962905228,67805.97230214691,59655.18381881145
7580.0,65062.28072429204,65633.99767534532,54903.94352939656,55843.76228860274,66831.70526908206,64489.96408656604,64114.338649948026,64084.32504293623,57886.69522331202
7581.0,61700.53746418053,62505.79352326404,54126.68145949869,55240.734079835056,63053.40188426583,60368.56268478121,60258.656611942126,61333.854403861274,57623.29876317448
7582.0,56273.923383936446,57150.713882658354,50012.460240274464,51273.03180992473,57685.184821678755,55258.51316785944,55085.828768086394,57754.75577210453,54470.67399012098
7583.0,51931.98583779435,53176.23227880628,46447.59022121318,47517.50613198822,53832.35423321702,51350.708581073326,51243.38949533652,54328.46106474083,51726.77853500691
7584.0,50029.762640948175,50742.10516944006,44001.84857665213,45668.21962510067,51799.79413379406,49296.11064632373,49192.79822915267,51976.92147659807,50298.14704393472
7585.0,48571.3197142609,49620.57165873872,43174.059096954545,45019.405941222845,50872.72088844614,48397.986895638634,48345.2612527667,50517.59272215972,49823.9181483842
7586.0,48882.61218531896,49516.94584831781,42969.799355210984,45878.16277926423,51526.5277204272,49073.35968211078,48893.307999516284,49758.70074866402,50425.88029224001
7587.0,50243.03568340318,50497.07330521561,43062.25376463176,48198.70466411468,53585.05942112056,50786.202712862425,50601.62471754426,49501.292795491834,52377.942740584585
7588.0,52926.18289933966,50451.73701315646,42606.43202516192,52849.83890396171,57090.096392569925,54684.853150434305,54748.64759118284,49826.38570846229,57286.06719175888
7589.0,60824.82542622133,51295.855593876804,41579.758060082444,63890.83871893592,66702.97646278527,63836.968109284244,63654.9165629888,51725.66670158936,66758.27521349909
7590.0,67981.3208508227,54217.88756064149,43258.988147468976,72265.11378847083,73425.10439159909,70583.5760801724,69856.60539981308,55338.607813245246,73528.2441026633
7591.0,69896.46968660555,58417.97118926409,47305.48113653613,74677.22662354154,74873.86806246557,72538.49550125592,71923.49545400435,58858.225722755036,75878.69383037716
7592.0,70007.41475414527,60575.76280417455,51339.07351033527,75461.16329493954,74458.32244213909,72864.99348989682,72617.21261857028,61896.87020581957,76356.49814689878
7593.0,70675.23943253975,61782.57172136809,54284.71399653187,76411.4910832012,75520.8996941152,73706.1580899156,73798.87474910842,63871.01486660231,77133.23967530066
7594.0,71186.87930711615,63324.00565137916,57193.802739469094,77427.70528686525,76773.18255537079,74639.88130976714,74415.17267063908,64758.09805183714,77720.30245296043
7595.0,70249.77048420778,61947.72535672642,56477.8185920943,76814.62660795145,76348.60333460243,73808.88798665308,73329.26591964456,63436.190276383146,76992.03722918777
7596.0,69337.43580259469,60063.03092969608,54007.35076826956,76364.58888918594,75746.7397051622,73239.29647998982,71431.47579103029,61663.04943560738,76498.37298561221
7597.0,67915.61551956131,58362.919977477985,51877.67419777487,75474.56392180105,74627.70245042433,72335.0699631619,69775.11145977597,59501.23284083855,75464.94825017975
7598.0,67952.2381632152,58189.13085791791,50929.47897557582,75481.26423523179,73577.5463990558,71808.1978194984,68796.16550508015,59798.636452073355,75040.94601459953
7599.0,69377.28985598274,59945.37245744733,52871.02157341197,75527.04971034193,73729.98840651254,72517.13581975605,69699.72956524165,61491.7859767239,75432.4492744871
7600.0,73611.5137443193,64747.781109141484,59213.82408018567,79160.85302761979,77894.47821021912,75767.87591849848,73380.19963216774,65414.43705594153,79001.42381495278
7601.0,72720.72179426732,65283.18112964953,60952.1819875506,78755.48406505928,77684.44699994542,75069.10919514553,72759.82701363524,64744.766165816276,78686.85080688546
7602.0,70000.95193467694,62450.74231147793,59496.56256480965,76581.23235678025,75829.17130919435,72714.45859170725,70262.03775149772,62379.89469165265,76488.08431153414
7603.0,65301.405044620384,57831.837699070806,56863.7619988624,72060.75422883288,71254.78188543746,68149.58951687746,65883.77582300383,58626.45601193067,72238.96864627712
7604.0,61605.74944531164,55542.354950083776,55030.79957953203,67625.14673767505,67112.87608283557,64033.27375354497,62204.3244303282,56097.49978674095,68225.10500802087
7605.0,59504.25598152517,54979.969041445285,55189.90716783754,63544.65585834706,63890.139125194946,60255.66151113903,58865.1102373075,54881.22156976,64561.739353917816
7606.0,55304.50046368642,50227.21442391115,51413.25204812635,57479.755484611356,58637.10046824184,55312.42093545436,54784.301189949074,52003.585248639814,59728.51730386372
7607.0,50852.69498658265,46765.46469453755,48442.885382666056,53566.77244105218,54897.1898853036,51161.52283064589,51130.31665353503,49263.36990650399,56436.963412061064
7608.0,47935.809133208095,44310.828310192184,47056.06924135452,51624.798265039215,53128.86259880563,48995.040849944584,48465.46481432144,47363.063383683,54683.72638840557
7609.0,46801.58431651555,44102.497253825146,46411.03847795381,51028.470369702285,52467.15136643793,48014.52975633141,47643.394694197064,46462.64831242729,54137.62619488649
7610.0,46399.81237290082,44991.95212660464,47249.578470374734,52342.84852103481,52908.66858803481,48652.26881825616,47692.291058219336,45525.31417219071,54914.3357045931
