,2009,2010,2011,2012,2013,2014,2015,2016,2017
3982,41581,44906,47697,43776,36141,42454,47343,46801,44355
3983,40082,43532,45641,41700,33996,40848,45325,44714,42280
3984,39105,42877,44249,40509,32139,39905,44415,43719,41364
3985,39382,43021,44486,40671,31425,40224,44612,44001,41235
3986,40431,43636,45011,41795,31304,41469,45579,44834,42203
3987,42954,45542,47289,44343,31014,44724,48219,48016,44548
3988,51319,52310,55045,52021,32047,53660,56297,55935,51300
3989,57147,58035,61444,59256,34831,60386,62518,62308,56848
3990,60046,60731,65032,63250,38002,64238,65606,65927,60332
3991,60722,60963,66318,64765,40486,65830,66465,66888,61846
3992,61298,61945,68256,66729,42761,67891,68063,68298,63146
3993,62402,63526,69708,68227,45059,69278,69256,69619,64027
3994,61676,63040,69124,66847,44534,68451,68331,68446,63764
3995,60908,62699,68596,64892,43085,67817,67504,67723,62573
3996,59451,61953,67264,63018,41771,66615,66391,66884,60994
3997,58198,61269,65938,61060,40554,65631,65069,65715,59907
3998,56772,59568,64252,59680,40677,63959,63539,64220,59460
3999,57121,59163,63825,59681,41885,63343,63032,64001,59262
4000,57092,58858,63407,58835,43737,61061,62516,63651,58532
4001,56202,58403,62755,57382,44177,58749,61752,62598,57386
4002,53699,56381,59923,54445,43731,57347,58971,60166,54925
4003,51348,54304,57545,51913,43243,56037,56587,57680,52749
4004,49986,52693,55435,50440,44250,54357,54647,55069,51098
4005,45367,48760,50508,46600,41054,49965,50200,50501,47999
4006,42124,45841,46459,42926,38432,46892,46765,47087,44739
4007,40063,44625,44612,40469,36959,45085,45085,45026,42580
4008,38899,43671,43565,39092,36550,43865,43960,43969,41379
4009,39106,43898,43936,38790,36737,43938,43934,44264,41018
4010,40379,44815,44271,38722,37821,44933,45057,45313,40807
4011,43025,46282,46405,38292,41328,47626,47861,47939,40733
4012,50653,53211,53604,40622,50109,55626,55830,55677,43029
4013,56588,59066,61473,44878,56603,61896,62140,62305,46489
4014,58844,61810,64791,49843,60140,65340,65116,65475,50424
4015,58757,62306,64771,53824,61125,66194,65889,66432,53349
4016,59493,63693,65909,55924,63273,67887,67392,67774,54948
4017,60545,65117,66887,56546,64813,69504,68736,68969,55553
4018,59545,64542,66355,55317,64240,68660,68329,68733,54597
4019,58772,63927,65272,52708,64081,68041,67878,67974,52872
4020,57627,62984,64278,50666,63322,66594,66536,66640,51587
4021,56527,62224,63003,49499,63036,65614,65380,65507,50639
4022,55539,60882,61908,48778,61339,64123,63856,64074,50369
4023,55842,60554,61657,49245,60166,63624,63555,64243,50673
4024,56371,60083,61045,49606,59628,63092,62869,63922,50580
4025,55934,59168,59881,48637,58913,62051,61953,62961,49813
4026,53729,56993,57580,45884,55853,59775,59646,59908,47774
4027,51884,54724,55734,43870,53255,57268,57556,56689,46310
4028,50584,53458,53721,43189,51378,55410,55482,54312,45311
4029,45905,48853,49399,40082,47252,50929,50761,50727,42798
4030,42134,45537,45429,36582,43810,47320,47258,47096,40133
4031,40685,44483,43475,34281,41576,45299,45225,45005,38183
4032,39631,44340,42250,32895,40492,44107,44397,43956,37133
4033,39585,44461,41304,32271,40630,44174,44486,44072,36538
4034,40248,45175,41337,32305,41694,45105,45479,45184,36328
4035,42899,46751,41162,31758,44372,47749,48486,48192,35780
4036,50790,52923,43450,32800,52232,55285,56465,55823,37023
4037,56853,58822,47415,35515,58364,61689,63147,62284,39801
4038,60039,61849,51645,39676,61969,65227,66273,65821,43193
4039,60592,62822,54768,42887,63037,66275,67280,66695,45965
4040,61675,63851,56313,45292,65042,68058,68785,68404,47921
4041,62676,65020,57599,47451,66447,69361,70128,69421,49944
4042,62293,63867,56674,46985,65611,68438,69237,68431,49862
4043,61470,60153,54259,44880,65210,67750,68603,66796,48196
4044,60555,57670,52164,42869,64256,66513,67550,64890,46809
4045,59383,57132,51325,42437,63137,65276,66463,63614,46146
4046,58194,58518,50853,42389,61223,63701,64884,62530,45975
4047,58188,58440,50616,43601,60523,63222,64482,62072,46957
4048,57701,58178,50918,45256,60008,62500,63861,61194,48188
4049,56584,57180,50137,45237,58904,61095,62877,60008,48522
4050,54769,55044,47089,44446,55595,58459,60335,57467,48356
4051,53041,53036,45152,43631,53542,55913,57921,54933,47835
4052,51260,51440,45276,44822,51693,54278,55342,52858,48432
4053,46387,47431,42402,42671,47325,50387,50752,49034,45746
4054,42822,44024,38565,39135,44318,46501,47218,45545,43011
4055,41390,42455,36100,36980,42599,44291,45211,43353,41414
4056,40036,42305,34557,36207,41285,42629,44174,42166,40808
4057,39975,41858,34537,36465,41152,42254,44452,41575,40831
4058,40595,41799,34267,37537,41853,42285,45450,41410,41880
4059,43078,41594,33353,40973,44093,42132,48263,41168,45162
4060,50962,42482,34273,49882,52100,44689,56283,43409,54123
4061,57737,45118,36790,57427,58814,48423,62809,47148,60755
4062,60701,49077,40517,62211,62239,51591,66317,51360,64406
4063,61370,52272,43852,63855,63517,53995,67324,54793,65683
4064,62593,53878,47233,65017,65406,55875,68589,56610,67279
4065,63377,54767,50303,66602,67237,57930,69353,57417,68625
4066,62315,53803,50002,65753,66407,57635,68236,56163,68285
4067,61062,52045,47915,65064,65854,56132,67312,54227,67844
4068,59469,50868,46673,63861,64748,54889,65810,52710,66883
4069,57774,49494,45690,62507,63410,54050,64321,51927,66004
4070,56617,48951,45065,60620,61964,53617,63212,51313,64553
4071,56366,49587,46620,59072,61018,54332,62962,51465,64192
4072,56003,49933,47614,57715,60114,54751,62222,51747,63393
4073,54387,49437,47401,56456,59115,54270,60942,51121,62727
4074,51663,47071,45951,54307,55757,52674,57954,48932,60439
4075,49076,45455,45606,51957,53285,51273,55968,47308,58121
4076,48349,45121,46807,50746,51659,50488,53622,46378,55757
4077,44524,41830,43460,46450,46902,46832,49731,43300,51581
4078,40999,39069,39976,43076,43118,43676,46460,40247,48424
4079,38963,37376,38334,41766,41060,41863,44165,38223,46308
4080,37725,36571,37496,40782,40199,40744,42915,37107,45333
4081,37536,37187,37832,41030,40084,40776,42497,36532,45415
4082,37263,37039,39555,42043,41354,41758,42358,36292,46157
4083,36880,36290,43004,44530,43686,44538,42287,36208,49077
4084,38513,36661,51726,52705,51182,51297,44320,37232,57012
4085,41595,37712,58962,59770,57734,57144,48172,39670,62985
4086,45068,40303,63035,63300,61735,61030,52285,42953,66192
4087,47354,43106,64015,64868,63809,62882,55519,46009,67275
4088,49278,45449,65260,66723,65663,64441,57447,48639,69029
4089,50540,48049,67106,68912,67236,65657,58305,51107,70280
4090,49623,47949,66925,68562,65469,64811,57187,50803,69858
4091,47651,46068,66076,67756,64965,63280,54933,49202,69472
4092,45579,44217,64650,66396,64365,61552,53075,47804,68512
4093,44879,43456,63398,64794,64482,60470,52143,46738,67631
4094,44643,43665,61723,63198,63107,59352,51628,46469,66440
4095,45477,44627,61583,61929,62008,59419,52102,47287,65812
4096,46060,46507,61105,60957,60690,59084,52266,48512,64876
4097,45675,46586,60338,60087,58696,57655,51782,48715,63827
4098,43762,45857,57853,58099,55513,55232,49659,47833,61158
4099,42458,45565,55725,55747,52392,52965,48174,47273,58776
4100,42885,46317,54060,53102,49726,51700,47268,47834,56668
4101,40248,42895,49455,47704,45239,47912,44168,44637,52498
4102,37177,40982,45678,43913,42552,44459,41193,41777,49174
4103,34553,40301,43704,42398,41522,42200,38852,40357,47090
4104,33303,40046,42749,41294,40457,40718,37666,39608,45812
4105,32664,40212,42965,41666,40699,40330,37075,39965,46139
4106,32583,41921,43841,42854,41324,40351,36920,41207,46709
4107,31846,44544,46356,45390,43402,40441,36763,44886,49310
4108,32508,51981,54228,53487,50532,42734,37688,53707,56867
4109,34401,58484,61055,60581,56485,46558,40205,60435,62848
4110,37367,61480,64643,64326,59882,50871,43472,64109,66170
4111,39795,61904,66045,65227,60845,54321,46622,65296,67093
4112,42252,63062,67602,66849,61204,56530,49261,66631,68434
4113,44837,64506,69190,69060,61904,57817,51894,67891,69752
4114,44414,64203,68283,68126,61069,56458,51458,67533,69334
4115,41808,63158,67662,67482,60003,54412,49438,67047,68780
4116,40329,61786,66430,66009,57913,52690,47926,65962,67737
4117,39603,60705,65126,64867,56675,51623,47024,64787,66887
4118,39373,59250,63524,62643,55244,51179,46920,63457,65468
4119,41042,58838,63150,61419,54639,51717,48382,63400,65027
4120,43274,58623,62083,60879,53886,52090,49720,63168,63917
4121,43810,58035,60816,60297,53411,50854,49726,62555,63038
4122,42967,56002,58387,57849,51348,48247,48988,60271,60785
4123,42514,53992,56355,55071,49030,45953,48486,58106,58494
4124,43170,52536,54903,52541,47482,45827,48984,55176,56525
4125,39758,47785,50302,47902,43952,44405,45924,50364,52425
4126,36747,44212,46403,44117,41195,41093,43090,46888,49312
4127,35401,42951,43998,42051,39095,38743,41495,45346,47462
4128,34871,42725,42622,41333,37563,37183,40866,44433,46367
4129,35165,43449,42924,41407,37090,36181,41288,44335,46421
4130,36279,44335,43479,42189,36880,35919,42659,45211,47101
4131,39151,45847,46250,44964,37064,35317,46168,48251,49883
4132,48516,52827,54342,52845,39744,36318,55083,56279,57420
4133,55524,59003,60791,59907,43664,38624,61816,62589,63118
4134,58665,61232,64140,63722,47854,42459,65548,65967,66531
4135,59652,60691,65223,64838,50667,45915,66748,66928,67930
4136,61057,61675,66655,66306,52135,48561,68777,68410,69740
4137,62537,63319,69317,67794,53055,50979,70371,69664,71407
4138,61790,63278,68829,67432,52407,50533,69743,68803,70803
4139,60635,62787,67845,67227,50378,48830,69254,68110,69948
4140,59327,61644,66261,66459,48499,47471,67795,66863,69144
4141,58178,60554,64843,65456,47415,46544,66816,65759,68542
4142,56765,59305,63445,63467,47137,46215,65235,64683,67257
4143,56450,58871,63172,62673,47758,47188,64702,64760,66390
4144,56527,58545,62237,62097,47981,48674,64330,63435,65947
4145,55515,57969,60507,61012,47464,48852,63603,61231,65047
4146,53377,56030,57541,58516,44710,48181,61084,59270,62368
4147,51267,54337,55048,56737,43268,47548,58735,57142,60045
4148,49679,52877,53215,54326,42560,48788,55512,54573,57129
4149,45230,48389,48890,48727,39240,45868,50774,50053,53126
4150,41752,45382,44157,44860,36283,43189,47451,46968,49753
4151,40148,44205,42122,43054,34406,41583,45617,45182,47872
4152,39241,43265,40996,41670,32898,40551,44615,44214,47126
4153,39246,43299,40689,41586,32437,40661,44915,44502,47394
4154,40203,44058,40382,42224,32501,41987,46194,45601,48170
4155,43126,45708,39946,44664,31874,45345,48996,48589,50897
4156,50786,52639,41875,52337,32849,54637,57048,56661,58273
4157,57176,58698,45669,58634,35161,61257,63380,63250,63959
4158,59942,60853,48747,61944,38897,64985,66411,66472,67145
4159,60554,60399,50964,63168,41271,66535,67465,67518,67835
4160,62131,60999,53244,64687,43964,68394,69354,69030,69337
4161,63947,62772,55446,65922,46418,69973,70705,70293,70456
4162,63441,62203,55419,64893,45588,69495,69305,69405,69766
4163,62956,61206,53738,63584,43613,68995,68746,68805,68475
4164,62260,60373,53020,61636,42267,67913,67657,67632,66803
4165,61234,59955,51271,59857,41632,66866,66654,66525,65369
4166,59712,58549,51145,58914,40881,65035,65504,65096,64073
4167,59299,58675,50323,58097,42495,64232,64920,64789,63698
4168,59202,59045,49126,56779,44292,63819,64377,64030,62950
4169,57997,58010,48705,54913,44577,62788,63452,62963,61289
4170,55781,54113,47650,51292,43954,60377,60867,60557,58436
4171,52944,51591,46535,48423,43280,58073,58779,58252,56153
4172,51123,51751,46292,47237,43650,56160,56144,56084,54221
4173,46483,49097,42977,45370,40701,51635,51571,51610,50866
4174,43097,45740,39505,41851,37916,48034,48300,48152,47560
4175,41069,44484,37727,39307,36302,45829,46165,46165,45129
4176,40050,43496,36797,37974,35573,44652,45342,45079,43781
4177,40071,43541,36464,37588,35794,44836,45563,45193,43208
4178,40995,44443,37597,37191,37354,45942,46698,45782,42855
4179,43403,45848,40093,37029,40771,48804,49620,48558,42663
4180,51379,52092,46618,39481,49570,56886,57617,56385,45101
4181,57197,57316,52325,43795,55992,63370,63935,63049,48813
4182,59927,59300,57980,48608,59654,66586,67088,66933,52619
4183,60878,60121,60006,51415,60952,67454,67947,68334,55247
4184,62246,61603,61251,53267,62763,69093,69904,69953,57079
4185,63966,62627,62813,54078,64024,70506,70842,71376,57718
4186,63221,62123,62380,52549,63335,70034,69872,70757,56461
4187,62347,61373,61407,51005,62369,69275,69101,70252,54641
4188,61534,60661,59895,49381,61234,68369,67709,69143,53346
4189,60418,60108,59097,48131,60411,67196,66296,67893,52511
4190,59128,58953,58222,47326,59104,65741,64690,66355,51891
4191,58557,59006,58109,47361,58369,65132,64182,65718,52371
4192,58707,59380,57634,47756,58235,64609,63377,64799,52403
4193,57976,58994,56512,46710,56879,63419,62501,63747,51330
4194,55305,57215,53652,44533,54310,60921,60056,61398,49189
4195,52840,55380,51612,43415,51742,58721,57940,59306,47988
4196,51433,53682,50840,43273,49124,56359,55849,57175,47034
4197,46877,48967,47088,40017,44735,51911,51387,52890,44470
4198,42621,46070,43472,37233,41748,48435,47773,49260,41724
4199,41044,44241,41261,35231,39783,46291,45808,47071,39829
4200,39639,44042,39856,33918,38908,45068,44819,45982,38654
4201,39276,44239,39414,33393,39120,45198,44798,45914,37887
4202,40295,45036,39306,33083,40284,46401,45887,46542,37544
4203,42695,46333,39352,32536,42832,49206,48669,48961,37125
4204,50645,53067,41456,33336,49740,57353,56499,57059,38064
4205,56838,58798,45145,35824,55699,63690,62694,63686,40579
4206,59685,61702,49669,40155,59185,67171,65984,67552,43937
4207,60614,61984,52964,43636,60474,68254,67151,69232,46981
4208,61904,62523,54577,45817,61889,69738,68575,70868,49036
4209,63325,63213,55842,47817,63405,71134,69823,71737,51554
4210,62179,62324,55295,47864,62488,70434,69138,70779,51293
4211,61359,61280,53493,46195,61924,69432,68454,69278,49744
4212,60027,60116,51732,43818,61108,68000,67228,67439,48225
4213,58890,59085,50374,42021,59456,66827,66097,66242,47168
4214,57485,58368,50044,41533,57400,65270,64534,64898,47187
4215,57280,58467,50890,42804,57003,64629,64108,64340,48119
4216,57124,57823,51040,43868,56517,64133,63137,63413,49178
4217,56404,56824,50231,42847,55689,63047,62389,61861,49035
4218,53714,54410,47807,42526,52849,60307,59888,58852,48397
4219,51672,52434,46646,42133,50190,57911,57852,56206,47899
4220,50185,51445,45892,42687,47920,55947,55768,54259,48356
4221,45444,47825,42695,39344,43476,51497,51296,50583,45541
4222,41220,44504,38944,35381,40188,47968,47670,47200,43289
4223,40221,42650,36563,33777,38208,45795,45407,45006,41845
4224,39002,42371,35460,33232,37102,44656,44403,43637,41216
4225,38850,42348,34943,33626,37339,44839,44562,42917,41389
4226,39670,42104,34844,35890,38376,45778,45437,42626,42721
4227,41760,41943,34557,39662,40889,48656,48370,42657,46265
4228,49280,43124,35353,48374,48206,56393,56370,44714,54798
4229,55860,45877,37506,54863,54234,62747,62662,48258,61577
4230,58928,49620,40789,58578,57503,66224,66153,52257,65322
4231,59760,51810,44010,60126,58887,67222,67166,55689,66696
4232,60673,52346,46839,62017,61181,68832,68570,57730,68093
4233,61488,52614,49483,63595,62854,70162,69814,58948,69187
4234,60341,51050,48921,62963,61668,69465,68943,58136,68838
4235,58612,49419,46975,62952,60581,68779,67671,56320,68421
4236,56905,47747,45731,62202,59589,67463,65712,54816,67280
4237,55667,46988,45060,60431,58598,66404,64478,53981,66173
4238,55093,46894,44505,58397,56905,64831,62951,53518,64687
4239,55325,47403,45471,57592,56318,64361,62454,53544,64011
4240,55136,48090,46884,56523,55757,61786,61530,53641,63337
4241,53743,47928,46864,55401,55003,59234,60265,52218,62098
4242,51370,46021,46194,52703,52507,58087,57502,49876,59330
4243,49691,44893,45591,50414,50401,56801,55440,48230,57115
4244,48725,45121,47072,48334,48204,55466,53417,47191,55269
4245,45159,42282,43663,43561,44185,51171,49655,44379,51192
4246,41576,39411,40546,40128,41258,47863,46594,41284,48096
4247,39452,37526,38868,38117,39736,45841,44030,38983,46189
4248,38084,37297,37971,37180,38792,44715,42602,37934,45215
4249,37443,37248,38140,37655,39044,44832,42032,37433,45210
4250,37147,36898,39527,38845,39986,45685,41862,37164,46047
4251,36958,36197,42761,41743,42694,48343,42010,36541,48685
4252,38561,37101,52609,49303,50077,56129,44273,37305,56347
4253,42287,38700,59968,55745,56593,62421,48026,39641,62275
4254,46300,41003,63866,59801,59612,65845,52224,43265,65430
4255,49510,43110,65311,60978,60649,67096,55635,46383,66402
4256,51037,44439,66877,62883,62853,68754,57704,48697,67810
4257,51952,45375,68320,64373,64085,70066,58275,50754,69182
4258,50621,45006,68125,64047,63302,69227,56875,50365,68466
4259,48368,43409,67185,63411,62311,67769,55097,48748,67914
4260,46514,42475,66137,62110,61008,66151,53599,47457,66766
4261,45498,42111,65187,61190,60139,64787,52449,46974,65869
4262,45344,41600,63529,59512,58752,63320,51750,47147,64556
4263,46287,41843,62719,58566,58496,62862,51818,48497,64180
4264,47044,44241,62110,57800,57780,61810,52143,48158,63767
4265,46814,45292,61150,57152,57090,60684,51580,47186,62686
4266,44189,45367,58428,54870,54847,58056,48860,47721,60150
4267,42969,45261,56503,53029,52304,55872,47285,47745,58050
4268,42802,46634,55375,51090,50319,54109,46707,48050,55739
4269,40343,43196,50426,46218,45879,50280,43898,44930,51591
4270,37689,41033,45900,42674,42674,46847,40627,42276,48586
4271,35344,40858,43828,40417,40992,44505,38581,40664,46826
4272,34069,41030,42757,39626,40035,43274,37027,39826,45739
4273,33584,40894,42648,39746,40497,42738,36408,40191,45791
4274,33159,41740,43203,40999,41719,42580,36203,41400,46713
4275,32610,43528,45682,43877,44133,42637,35821,44888,49520
4276,33155,50809,53934,52013,50870,44831,36882,53697,57134
4277,35334,57397,61007,58719,56986,48557,39335,60766,63173
4278,38311,61369,64561,62760,60191,52528,42783,64545,66456
4279,41189,62243,65934,64074,60848,56017,46072,65869,67650
4280,42961,63129,67424,66525,62522,57928,48526,67579,69015
4281,45015,64177,69102,68256,63603,58698,50559,69164,70248
4282,44174,63462,68335,67257,62733,57638,49942,68846,69615
4283,42121,62975,67611,66809,61435,55659,48095,68164,68779
4284,40415,62382,66368,65710,59850,53939,46823,67142,67553
4285,39406,61783,64777,64633,58059,52905,46056,65817,66683
4286,39287,60639,63075,63171,57066,52235,45980,64489,65344
4287,40730,60283,62131,62613,56835,52934,47060,64309,64947
4288,42583,60268,61546,61944,56377,53297,48424,63744,64197
4289,43310,59880,60761,61035,54972,52168,48744,62434,63020
4290,42963,58241,58424,58267,52202,49412,48253,60138,60275
4291,42969,56104,56522,56049,49840,48989,48072,57660,58061
4292,43953,54457,55561,53967,48320,47843,48528,55078,55836
4293,40510,49903,50907,49583,44507,44660,45369,50785,51474
4294,37011,46238,46630,45069,41608,41428,42547,47220,48152
4295,35701,44991,44781,42630,39489,39384,41133,45502,46125
4296,35117,44434,43537,41369,37758,38216,40406,44619,45050
4297,35217,44495,43641,41375,37500,37645,40611,44766,45016
4298,36409,45350,44305,42255,37556,37433,42009,45632,45757
4299,39351,46701,46395,44865,37417,37252,45597,48436,48577
4300,48124,53115,54360,53032,39377,37947,54189,56334,56069
4301,55443,59775,61020,60107,43153,40245,61329,62627,62107
4302,58380,62549,64798,63599,47122,43903,65026,65847,65048
4303,59564,62866,66536,64854,50248,47216,66106,66930,65763
4304,60705,64008,68291,66833,51633,49817,68073,68320,66853
4305,62089,64746,69794,68862,52253,52413,69849,69690,68857
4306,61364,64594,68990,68601,51039,51882,69236,68986,68637
4307,60590,64125,68617,68284,49281,50023,68756,68234,67906
4308,59443,63306,67045,67129,47689,48574,67824,67164,66757
4309,58585,62728,66031,65741,46645,47828,66858,66135,65704
4310,57033,61918,64722,63999,45730,47617,65054,64579,64558
4311,57253,61929,64243,62882,45613,49114,64089,63951,64357
4312,57395,61760,63416,61762,45540,50366,63405,63231,63489
4313,56455,61109,62078,59530,44683,49848,62369,62317,62748
4314,54327,58793,59538,54357,42160,49018,59675,59889,60158
4315,52546,56870,57485,51006,40297,48529,57645,57775,57818
4316,51177,54395,55143,49684,40312,48958,55527,55207,55066
4317,46594,49731,49737,47198,37629,46005,51001,50769,50847
4318,42561,46845,46456,43445,34482,43353,47793,47649,47829
4319,40622,45783,44362,41463,32717,41763,45856,45995,46089
4320,39845,44896,43367,40330,31685,40821,44677,44812,45046
4321,39512,45210,43318,40223,31626,40839,44653,44852,45072
4322,40506,46052,44138,41050,31614,42266,45253,46000,46141
4323,42817,47204,46588,43362,31268,45784,48149,48917,49020
4324,50748,53668,54274,51274,31821,54853,56083,56772,56405
4325,57422,60104,60786,58452,33990,61806,62761,63034,62286
4326,60639,62531,64157,61887,37621,65580,66019,66476,65523
4327,61405,62743,65504,64074,40671,66532,67121,67673,66800
4328,62423,63037,66313,66262,43349,68093,68912,69239,68158
4329,63640,65000,67676,69411,46065,69431,70353,70185,69271
4330,62794,64279,66780,68876,45137,68790,69758,69391,68299
4331,62210,64202,66190,67927,43424,68017,69328,68720,66962
4332,60808,63546,65149,65475,42388,66922,68006,67627,64939
4333,59937,62713,63967,62745,41345,65896,66805,66285,63576
4334,58793,61285,62483,61397,41086,64459,65066,64948,62501
4335,58350,60830,62492,61291,41786,64106,64235,64118,62099
4336,57966,60633,61798,60086,43706,63520,63430,63201,61301
4337,56905,60166,60520,58139,44349,62288,62587,62222,59709
4338,54561,57733,57871,54627,43304,59796,60142,59775,56676
4339,52758,55969,55805,51628,42455,57155,57893,57856,54260
4340,51658,54678,54233,50212,43204,54604,56008,55701,52279
4341,47263,50285,46600,46126,40293,51573,51813,51082,48658
4342,43332,46825,44948,42629,37566,49042,48357,47839,45528
4343,41366,45110,42884,40753,35936,45925,46400,45772,43470
4344,40534,44851,41891,39209,35005,44502,45319,44770,41945
4345,40154,45268,41860,38735,35165,44343,45168,44937,41484
4346,41065,46094,42992,38596,36513,45346,45841,45639,41433
4347,43083,47318,45721,38283,39714,48004,48607,48716,41438
4348,51009,53719,53651,40683,48070,55390,56464,56768,43649
4349,57948,59516,59832,44788,54933,61537,62866,63015,47042
4350,60738,62191,62847,49636,58727,65124,66364,66216,51126
4351,61285,62646,64137,53041,59879,66181,67804,66895,54279
4352,62265,63918,65503,55282,61550,67789,69725,68622,56305
4353,63511,65463,66855,56497,63125,69601,71316,70174,57428
4354,62753,65036,65918,55454,62568,68584,70708,69300,56486
4355,61913,64289,64490,53843,61764,67908,70205,68866,54568
4356,60955,63564,62580,51811,60751,66785,68974,67544,52501
4357,59447,62451,61982,50903,59765,65690,67753,65902,51613
4358,58475,61138,60867,49761,58057,64023,65926,64569,51296
4359,58524,61001,60541,49692,57383,63672,65153,63946,51788
4360,58196,60883,59036,49257,56985,63155,64385,63397,51816
4361,57553,60552,57849,48223,56189,62122,63490,62297,50826
4362,55143,58199,55215,45925,53838,59724,61291,60203,48509
4363,53470,55894,52998,43927,51869,57741,58899,57875,47032
4364,52272,54957,52036,43418,49766,55558,57419,55639,46184
4365,47695,50506,47933,40649,45262,51161,53478,51709,43139
4366,43511,47457,43629,37653,42290,47799,49954,47867,40372
4367,41628,46376,41047,34651,40584,45495,47848,45613,38503
4368,40470,46408,39855,32707,39689,44452,46726,44640,37258
4369,40399,46431,39247,32614,39851,44410,46639,44700,36923
4370,40861,46965,39157,32652,41248,45397,47412,45644,37054
4371,43242,48541,38831,32407,43612,48024,49962,48339,36690
4372,51315,54932,40887,33659,50745,56221,57839,56202,37433
4373,57543,60425,44280,35977,56744,62846,64366,62770,39661
4374,59832,63233,48642,39977,60226,65940,67791,66468,42846
4375,60755,63414,52047,43481,61150,67065,69165,67608,46074
4376,61612,64443,54037,45149,62894,68838,71054,69054,48591
4377,62528,65046,55005,47821,64199,70213,72500,70163,50936
4378,62182,64268,53791,48058,63800,69497,71794,69215,50654
4379,61414,62685,51872,46011,62935,68975,71002,67409,49280
4380,60231,61278,50556,43955,61708,67452,69646,65747,48408
4381,59528,60563,49738,43657,60222,66264,68532,64355,47565
4382,58912,59877,48853,42841,58735,64768,66950,63263,47161
4383,58880,59774,48880,43834,58468,64092,66108,62564,47977
4384,58524,59777,49236,45440,58127,63567,64976,61547,49174
4385,57497,59109,49109,44928,57068,62388,63946,60128,49120
4386,55481,56999,46859,44022,54685,59919,62178,57400,48010
4387,53266,55351,45246,43135,52521,57960,59951,55358,47404
4388,51969,54686,45027,43828,50356,56041,58272,53664,48062
4389,47433,51027,41981,40758,45247,51330,54179,50215,45215
4390,43750,47508,39112,37794,41645,47581,50743,46678,42365
4391,41616,45236,36303,35990,39787,45696,48469,44442,40854
4392,40431,44052,34792,35348,39019,44760,47163,42976,40000
4393,40340,44148,34354,35581,39219,44919,46887,42265,40183
4394,41158,44027,34176,37269,40154,45890,47559,41855,41659
4395,43377,43354,33376,40988,42813,48519,50004,41982,45064
4396,50827,44105,34103,49827,50225,56344,57678,44452,53464
4397,57175,47645,36418,57034,56950,62733,64357,47995,59950
4398,60104,51206,39731,61253,61088,66085,68092,52079,63700
4399,60911,53144,43360,62743,62371,67014,68927,55324,65247
4400,61846,54102,46210,64712,63319,68507,70487,57090,66908
4401,62791,54529,49164,66185,64781,70091,71422,58074,68015
4402,61933,53222,48964,65755,64079,69603,70526,57068,67555
4403,60789,51798,46876,65233,63442,68987,69216,54867,66964
4404,59492,49932,45228,64973,62093,67954,67699,53257,65835
4405,58383,49757,44559,63317,60772,66723,66438,52160,64681
4406,57484,48517,44334,60850,59202,65115,65043,51687,63208
4407,57491,48790,45248,60641,58961,64485,64439,52124,63038
4408,56795,49829,46562,60163,58397,63608,63216,52189,62148
4409,54699,49474,46835,59371,57528,62594,61786,50884,60978
4410,52105,47032,46117,56659,54972,60284,59144,48650,58400
4411,50045,46680,45752,53820,52803,58246,56967,46250,56076
4412,49107,46727,46542,51533,50766,56488,55330,45803,54069
4413,45331,43956,43045,46851,45964,51756,51972,43929,49911
4414,42579,41682,40273,43677,42708,47982,48740,41883,46659
4415,40474,40435,38835,41818,41058,45939,46274,38851,44825
4416,39106,40106,38265,40805,40118,44831,44684,37209,43918
4417,38628,39481,38641,41131,40282,44952,43879,36362,44135
4418,38115,39218,39600,42289,41247,45812,43478,36172,44956
4419,37774,38405,43077,44843,43815,48403,43284,35570,47763
4420,39380,38633,52401,52859,51265,56227,45674,36543,55103
4421,42792,40399,59761,59749,57816,62694,49753,38701,61110
4422,46597,42910,63654,63623,61545,66496,53852,42258,64817
4423,48913,44667,64987,64363,62231,67851,56895,45415,66199
4424,49911,46339,66887,65768,63800,69671,58591,48066,67534
4425,50657,48074,68610,67324,65360,70905,59220,50513,68717
4426,48590,47367,68229,66772,64583,70031,58104,50484,68138
4427,46266,45839,67500,66191,63663,68861,56405,48619,67564
4428,45326,44363,65946,65076,62355,66871,54869,47172,66374
4429,44928,43509,64683,63954,61172,65063,54020,46553,65284
4430,44512,43321,62793,62320,60034,64164,53296,46577,63829
4431,45181,44867,62329,61874,59416,63097,53390,47509,63160
4432,45675,46528,61709,61317,58936,60053,53461,48766,62242
4433,45284,46965,60670,60107,57658,57425,52958,48928,61143
4434,43359,46598,58089,57360,54908,56293,50994,48417,58498
4435,42171,46642,56137,54916,52698,55077,49489,47946,56342
4436,42912,47605,54528,53057,50605,53885,48872,48140,54424
4437,40298,44646,49816,48224,46236,50497,46146,44988,50105
4438,37385,42406,46189,44552,42987,47370,43342,42408,46952
4439,35085,42288,44044,42585,40956,44664,40571,40802,45150
4440,34029,41719,42797,41501,40055,43446,39452,40192,43994
4441,33015,41950,43093,41367,40122,42839,39089,40340,43989
4442,32524,42825,44208,42373,41294,42636,38582,41575,44936
4443,31580,44592,46803,44970,43861,42373,38019,45215,47699
4444,32612,51837,54604,52608,50900,44336,39084,53742,55076
4445,34858,59008,60940,59234,57121,48206,41768,60147,61218
4446,37808,61821,64505,63120,60681,52147,45186,63796,64704
